_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,well,flow_rate_uL/min,date_of_experiment,cells/mL
5ffdd95b9a1c893de0befcd0,sample.transcriptic.aq1f7egt4srhure.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,1,70d166f1442f73b684b82672a707918cfe2a2d3e,"beads_spherotech_rainbow | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4srhure,24948,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,a6,200,16-Dec-2020,415800.0
6009b97d9525dcbea9be2dc1,sample.transcriptic.aq1f83z3c48aftj.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,830fe256dc0208c0d86cd0ba454a682d18bb2364,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c48aftj,4228,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e2,200,22-Dec-2020,70466.66667
6009b848e82cf46b502da508,sample.transcriptic.aq1f83z3c4vr265.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,28dd15ae315fe65f26bb7b9758b3afd7e9badf6d,"nor__p(nfeDB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(nfeDB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4vr265,17499,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,d6,200,22-Dec-2020,291650.0
6009b7982fda5af8203ef135,sample.transcriptic.aq1f83z3c5ysy35.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,1c20a3534cf6f0234d1cbd43b0f592cb190762fc,"nor__p(appB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5ysy35,22852,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,d12,200,22-Dec-2020,380866.66667
6009bb646b4aed676cb2fd1a,sample.transcriptic.aq1f83z3c5nk6vv.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,ad2a328d51fd44557bb739e9b5816d5fe33e5bac,"nor__p(narJ) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(narJ) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5nk6vv,6784,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f10,200,22-Dec-2020,113066.66667
6009b7c614fb28d393a07c2d,sample.transcriptic.aq1f83z3c4769pk.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,24194da7890a2036ce1a79099cff6f58ed59ffdc,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4769pk,13164,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,d2,200,22-Dec-2020,219400.0
6009b952b4fac079d0d2a1e5,sample.transcriptic.aq1f83z3c4vr268.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,77cd212f6202f202dfa2c8e901c82978fae13227,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4vr268,27678,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e6,200,22-Dec-2020,461300.0
6009b6d117dba02152aebfc5,sample.transcriptic.aq1f83z3c5j6kgt.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,5a50f2502b8613ad9a0d87bf77df8d137bc8d85b,"nor__p(yfkR) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yfkR) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5j6kgt,9670,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,b10,200,22-Dec-2020,161166.66667
6009bbc71b0856e65177a926,sample.transcriptic.aq1f83z3c5rys9w.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,004f2ab5e44d2a8ca0639235abe5f49796996e10,"nor__p(srfAD) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(srfAD) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5rys9w,8489,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,b11,200,22-Dec-2020,141483.33333
6009b9469bd4f52df2c51bc8,sample.transcriptic.aq1f83z3c53dztd.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,10b399f3e62c3b0c1a5c12665f901f71a7d29570,"nor__p(ldcA) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ldcA) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c53dztd,4176,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e7,200,22-Dec-2020,69600.0
6009bbd30578038d8643f693,sample.transcriptic.aq1f83z3c4cu9bp.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,3e16bd2882267e4d1972f0c1eb13fcf87b07b341,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4cu9bp,12049,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,d3,200,22-Dec-2020,200816.66667
6009bc035c302d23b96bcbe9,sample.transcriptic.aq1f83z3c5fw78p.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,0cc40fe2c87424e3dc4485b8df4ad1ebfd76f135,"nor__p(sinI) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(sinI) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5fw78p,19297,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f9,200,22-Dec-2020,321616.66667
6009bb0bafd009e9713414bf,sample.transcriptic.aq1f83z3c4q32h3.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,ff48482629b06eaa85384bae7b1fffdc43b8ef28,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4q32h3,30000,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,55000,e5,200,22-Dec-2020,545454.54545
6009b7372a727aae0fe65664,sample.transcriptic.aq1f83z3c3zga2g.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,8,446b492115da9c77a004f3924f65e436328e3a7c,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c3zga2g,30000,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,48000,d1,200,22-Dec-2020,625000.0
6009bbd97aed8dd3412d1658,sample.transcriptic.aq1f83z3c49enxp.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,830fe256dc0208c0d86cd0ba454a682d18bb2364,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c49enxp,26180,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h2,200,22-Dec-2020,436333.33333
6009bab9968e18f199a22e7d,sample.transcriptic.aq1f83z3c4f4nkr.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,83c7cb931322fa604164492c43b5560b7879a32d,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4f4nkr,26430,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h3,200,22-Dec-2020,440500.0
6009b95ec1b024aa02721335,sample.transcriptic.aq1f83z3c5xnrx3.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,1c20a3534cf6f0234d1cbd43b0f592cb190762fc,"nor__p(appB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5xnrx3,26739,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,b12,200,22-Dec-2020,445650.0
6009bb46f16eed75fa53fcbc,sample.transcriptic.aq1f83z3c4jh8yu.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,c112420f4371ffc5268ce3b3436d8be1e379ecf8,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4jh8yu,5966,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e4,200,22-Dec-2020,99433.33333
6009bbc1db6595df65846602,sample.transcriptic.aq1f83z3c5a87kh.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,9af107f27f01b92e5b5deeab8187c57df2f8bdfe,"nor__p(hisD) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(hisD) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5a87kh,18468,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f8,200,22-Dec-2020,307800.0
6009b655b295e1b4f6af160c,sample.transcriptic.aq1f83z3c4r78n3.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,ff48482629b06eaa85384bae7b1fffdc43b8ef28,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4r78n3,30000,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,54000,f5,200,22-Dec-2020,555555.55556
6009bb9e796e4ec389689fb6,sample.transcriptic.aq1f83z3c5erz4q.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,0cc40fe2c87424e3dc4485b8df4ad1ebfd76f135,"nor__p(sinI) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(sinI) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5erz4q,25200,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e9,200,22-Dec-2020,420000.0
6009bad0c7a005330318d48a,sample.transcriptic.aq1f83z3c593zfj.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,1,9af107f27f01b92e5b5deeab8187c57df2f8bdfe,"nor__p(hisD) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(hisD) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c593zfj,28996,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e8,200,22-Dec-2020,483266.66667
6009b79ea0df62c4e65cfe93,sample.transcriptic.aq1f83z3c4jh8yx.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,c112420f4371ffc5268ce3b3436d8be1e379ecf8,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4jh8yx,16737,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f4,200,22-Dec-2020,278950.0
6009bc272b1d19ade6e46ed6,sample.transcriptic.aq1f83z3c4wv8a7.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,77cd212f6202f202dfa2c8e901c82978fae13227,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4wv8a7,16343,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f6,200,22-Dec-2020,272383.33333
6009b68af52daf842234ffd3,sample.transcriptic.aq1f83z3c49enxk.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,3,830fe256dc0208c0d86cd0ba454a682d18bb2364,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c49enxk,5116,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g2,200,22-Dec-2020,85266.66667
6009bbb40c33bc5a55d29161,sample.transcriptic.aq1f83z3c4dyfft.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,3,83c7cb931322fa604164492c43b5560b7879a32d,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4dyfft,30000,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,54000,g3,200,22-Dec-2020,555555.55556
6009b977f6c4980e043dfd4b,sample.transcriptic.aq1f83z3c54j7xc.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,10b399f3e62c3b0c1a5c12665f901f71a7d29570,"nor__p(ldcA) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ldcA) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c54j7xc,6777,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f7,200,22-Dec-2020,112950.0
6009bc2d8cf06d614fa2e9bd,sample.transcriptic.aq1f83z3c647jf7.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,afaa5435fdfc0051756b9be50b94c19b9930902d,"B_subtilis_comKS_mCherry_5x | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",B_subtilis_comKS_mCherry_5x,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c647jf7,15714,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h12,200,22-Dec-2020,261900.0
6009bbfd8d9288e3aca086d8,sample.transcriptic.aq1f83z3c4dyffq.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,2,83c7cb931322fa604164492c43b5560b7879a32d,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c4dyffq,27459,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f3,200,22-Dec-2020,457650.0
6009bb2394c5c2822d9c70e1,sample.transcriptic.aq1f83z3c54j7xf.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,3,10b399f3e62c3b0c1a5c12665f901f71a7d29570,"nor__p(ldcA) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ldcA) TSS+48__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c54j7xf,16803,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g7,200,22-Dec-2020,280050.0
6009b7dd9808acc1d24f23ae,sample.transcriptic.aq1f83z3c5bcdqk.experiment.transcriptic.r1f833ub7xn6vb,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833ub7xn6vb,transcriptic,4,9af107f27f01b92e5b5deeab8187c57df2f8bdfe,"nor__p(hisD) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid + IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(hisD) TSS-150__COL1,,,,,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f83z3c5bcdqk,18418,NovelChasisTS30C_12-22-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h8,200,22-Dec-2020,306966.66667
