_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,well,container_id,aliquot_id,od,fluor_gain_0.27,fluor_gain_0.25,fluor_gain_0.27/od,fluor_gain_0.25/od
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zc2nf7mta.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,7,819f52ae3652d225807e99178c9d7bbaeaa15f93,"B_subtilis_comKS_mCherry_5x | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_comKS_mCherry_5x,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,h12,ct1f833t2dqj5tv,aq1f83zc2nf7mta,0.11548338873133429,,58.586693809595566,,507.31706
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqrs7sn.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,338cdc2e7860efa98c4f5636c675ab2c97580625,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,a1,ct1f833t2e3w557,aq1f83zdcqrs7sn,0.03851196723239459,,61.2766942143984,,1591.10787
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqu2m2q.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,338cdc2e7860efa98c4f5636c675ab2c97580625,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,b1,ct1f833t2e3w557,aq1f83zdcqu2m2q,0.05639577020498745,,61.24186484394816,,1085.93011
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqv6t6r.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,5,338cdc2e7860efa98c4f5636c675ab2c97580625,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,c1,ct1f833t2e3w557,aq1f83zdcqv6t6r,0.03808124365441489,,61.80170906603919,,1622.89104
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqwazas.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,7,338cdc2e7860efa98c4f5636c675ab2c97580625,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,d1,ct1f833t2e3w557,aq1f83zdcqwazas,0.043965032462467885,,63.76706489354923,,1450.40414
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqxf7et.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,33b5218ec771921d93c8198cc23af2438b3cf778,"MediaControl | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,MEDIA_BLANK,,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,e1,ct1f833t2e3w557,aq1f83zdcqxf7et,0.034951991001068244,,62.43609495667932,,1786.33872
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcqxf7ew.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,33b5218ec771921d93c8198cc23af2438b3cf778,"MediaControl | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,MEDIA_BLANK,,,Cuminic Acid,0.0,mM,"['Cuminic Acid|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,f1,ct1f833t2e3w557,aq1f83zdcqxf7ew,0.03512066771720577,,62.381595916957934,,1776.20757
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcr3yyxx.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,0918e48ab4509f44878c5440810e8ba5e5fcd716,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,a2,ct1f833t2e3w557,aq1f83zdcr3yyxx,0.03763483510499855,,60.73079005580007,,1613.68556
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcr69d7z.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,0918e48ab4509f44878c5440810e8ba5e5fcd716,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,b2,ct1f833t2e3w557,aq1f83zdcr69d7z,0.04393053680974939,,62.79765488037839,,1429.47616
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcr7dkc3.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,0918e48ab4509f44878c5440810e8ba5e5fcd716,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,c2,ct1f833t2e3w557,aq1f83zdcr7dkc3,0.043475005886298816,,62.4316433589743,,1436.03531
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcr8hsg4.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,0918e48ab4509f44878c5440810e8ba5e5fcd716,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,d2,ct1f833t2e3w557,aq1f83zdcr8hsg4,0.053092193032402556,,62.447273853598716,,1176.20445
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcr9nym6.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,f6a339c387244e44af75a1982b1daeb228f46941,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,e2,ct1f833t2e3w557,aq1f83zdcr9nym6,0.048668982300324376,,60.73531368011588,,1247.92652
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrbxcv6.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,f6a339c387244e44af75a1982b1daeb228f46941,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,f2,ct1f833t2e3w557,aq1f83zdcrbxcv6,0.05285001246485501,,60.23662895922192,,1139.76565
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrd3jz7.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,f6a339c387244e44af75a1982b1daeb228f46941,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,g2,ct1f833t2e3w557,aq1f83zdcrd3jz7,0.057492763478205464,,59.86773378123,,1041.30903
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcre7s58.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,f6a339c387244e44af75a1982b1daeb228f46941,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,h2,ct1f833t2e3w557,aq1f83zdcre7s58,0.06436283259567516,,59.42438177026069,,923.2717
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrfby99.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,e17ade48f2ad5ca8b78b523135ddaebcaee1d821,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,a3,ct1f833t2e3w557,aq1f83zdcrfby99,0.036172659146476695,,60.785592516147496,,1680.4292
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrhmchb.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,e17ade48f2ad5ca8b78b523135ddaebcaee1d821,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,b3,ct1f833t2e3w557,aq1f83zdcrhmchb,0.050161278213260205,,60.94651731695674,,1215.01125
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrjrjnc.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,e17ade48f2ad5ca8b78b523135ddaebcaee1d821,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,c3,ct1f833t2e3w557,aq1f83zdcrjrjnc,0.046494873475787936,,61.62911060824502,,1325.50335
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrkvrsd.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,e17ade48f2ad5ca8b78b523135ddaebcaee1d821,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,d3,ct1f833t2e3w557,aq1f83zdcrkvrsd,0.06316645084396251,,62.106855127724906,,983.22534
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrmzxwf.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,7abd69b8050bc4b9c1743a7f7e292023f1471d5f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,e3,ct1f833t2e3w557,aq1f83zdcrmzxwf,0.03967167667507434,,61.16035835909318,,1541.66306
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrp662f.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,7abd69b8050bc4b9c1743a7f7e292023f1471d5f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,f3,ct1f833t2e3w557,aq1f83zdcrp662f,0.04999239167918087,,59.88410621198099,,1197.8644
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrqac6g.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,7abd69b8050bc4b9c1743a7f7e292023f1471d5f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,g3,ct1f833t2e3w557,aq1f83zdcrqac6g,0.05282672119018543,,59.27593841804928,,1122.08248
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrrejah.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,7abd69b8050bc4b9c1743a7f7e292023f1471d5f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,h3,ct1f833t2e3w557,aq1f83zdcrrejah,0.03723315671093954,,59.939377385526996,,1609.83872
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrsjrej.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,05cf3749fa443e8721284fde306da9e31bb057ac,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,a4,ct1f833t2e3w557,aq1f83zdcrsjrej,0.037791637704386004,,59.595863963557534,,1576.95902
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrtpxjm.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,05cf3749fa443e8721284fde306da9e31bb057ac,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,b4,ct1f833t2e3w557,aq1f83zdcrtpxjm,0.06507288402400181,,61.684193794346086,,947.9247
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcruu5pn.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,05cf3749fa443e8721284fde306da9e31bb057ac,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,c4,ct1f833t2e3w557,aq1f83zdcruu5pn,0.046135194751606094,,61.24771855569032,,1327.57039
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrvybtp.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,05cf3749fa443e8721284fde306da9e31bb057ac,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,d4,ct1f833t2e3w557,aq1f83zdcrvybtp,0.04959024372560179,,60.12005237458227,,1212.3363
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrx4hxq.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,3382c87452880b33c5f7202679f8cb33d49700a1,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,e4,ct1f833t2e3w557,aq1f83zdcrx4hxq,0.05029297576419554,,60.49335860634289,,1202.81923
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcry8r3s.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,3382c87452880b33c5f7202679f8cb33d49700a1,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,f4,ct1f833t2e3w557,aq1f83zdcry8r3s,0.041725372200068944,,61.28058396864613,,1468.66477
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcrzcx7t.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,3382c87452880b33c5f7202679f8cb33d49700a1,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,g4,ct1f833t2e3w557,aq1f83zdcrzcx7t,0.05035612814213134,,59.51164449834845,,1181.81534
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcs2h5bt.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,3382c87452880b33c5f7202679f8cb33d49700a1,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,h4,ct1f833t2e3w557,aq1f83zdcs2h5bt,0.0463475963022111,,58.00708133878146,,1251.56612
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcs3nbfv.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,1,29c4099f381b99c63c2b9e941884f6da9871093e,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,a5,ct1f833t2e3w557,aq1f83zdcs3nbfv,0.03734937263618314,,59.86288620594953,,1602.78157
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcs5wqqv.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,2,29c4099f381b99c63c2b9e941884f6da9871093e,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,b5,ct1f833t2e3w557,aq1f83zdcs5wqqv,0.04967300334845178,,62.32721690566704,,1254.75032
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcs72wuw.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,3,29c4099f381b99c63c2b9e941884f6da9871093e,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,c5,ct1f833t2e3w557,aq1f83zdcs72wuw,0.03973811186586535,,61.96698416746529,,1559.38421
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f83zdcs874yx.experiment.transcriptic.r1f833szm3e3a6,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f833szm3e3a6,transcriptic,4,29c4099f381b99c63c2b9e941884f6da9871093e,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""Cuminic Acid"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,Cuminic Acid,1.0,mM,"['Cuminic Acid|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,d5,ct1f833t2e3w557,aq1f83zdcs874yx,0.048352455825646276,,59.046294339439385,,1221.16433
